filename,language_code,transcription
common_voice_fr_19076054.wav,fr,ofhars laseriatid ribe paselmo asselich
common_voice_fr_20035975.wav,fr,enitten in for three years a not pliacy
common_voice_fr_17956703.wav,fr,av nitedicaive wil you know contya
common_voice_fr_20032622.wav,fr,si trtialesenaepresened the dico school kitmon promichis
common_voice_fr_18231592.wav,fr,aladumongigoralnumo trihespolicilscilcomonue
common_voice_fr_18779189.wav,fr,laboritanminsture alnurisha prosupnialanonno newyosis sunketolota
common_voice_fr_17960598.wav,fr,tinsa bows wer fem for the rich
common_voice_fr_19602836.wav,fr,the lop lanish he he prosseta bes prosin realy sanne
common_voice_fr_20017580.wav,fr,edequostitrate cat rel citanon the west no west on estetudist
common_voice_fr_17797957.wav,fr,the limori en behidon in iffets atisticalesomanosict
common_voice_fr_19855454.wav,fr,some sterg ipregon vilin iroa
common_voice_fr_19660332.wav,fr,an also wole dismen
common_voice_fr_19964336.wav,fr,le shen itavollomis tro du ascelt on use
common_voice_fr_18788956.wav,fr,cin sif tats agoad eomavonshane tok on shi disarises with the feftin them
common_voice_fr_19624904.wav,fr,e the atticunticking the bat
common_voice_fr_17787465.wav,fr,napaa itamosusial filip afdor
common_voice_fr_18241072.wav,fr,sopaget agodish ove per some cresin son linisre
common_voice_fr_19755560.wav,fr,yealsealhe mitdesen copte a sonso gada isman
common_voice_fr_19191358.wav,fr,is is agestion cof i degason a depogodri apaosinagy
common_voice_fr_17332811.wav,fr,jeligahodiv somtris
common_voice_fr_17961057.wav,fr,itefemily mi te batculia momenminis wo ecankiler
common_voice_fr_19675216.wav,fr,ithe baman af the mo pepiet the nasaaveki to thape
common_voice_fr_19641436.wav,fr,i e ac te lyd a matede ol osend isto ovamativan orsiminda
common_voice_fr_19603295.wav,fr,the piloviindefenite andimajas cather of the restentecnoatco
common_voice_fr_19186807.wav,fr,anya rokedby snow
common_voice_fr_19586295.wav,fr,in sei caditie sort upomeal bur many patisicop
common_voice_fr_19977626.wav,fr,a perfect ar year egor onghar obsenner
common_voice_fr_19691109.wav,fr,movviji it has a ceporovissolder lonblar on the keep sova i is soc
common_voice_fr_19608057.wav,fr,the chevali denalisionthe nerve ihisate of conacinal dinify
common_voice_fr_19664369.wav,fr,bthen an that thin uncoe in mach a cope pefore libe grenan miro latho
common_voice_fr_19799105.wav,fr,led ishes ricat bact sey far be
common_voice_fr_19770990.wav,fr,erlad at tuncypecutid povertot
common_voice_fr_19614588.wav,fr,noskida pocket were to rom is la ith watonanohop we mecosa
common_voice_fr_20034901.wav,fr,tenori shalted a crisas the tenehy borejatiogivono
common_voice_fr_19606590.wav,fr,it is issotophic connet apase resined by iatali vesio
common_voice_fr_20041967.wav,fr,siducy woco new ses ani gila composes a pomeatial so
common_voice_fr_18973426.wav,fr,the contions divicu par pekis sat
common_voice_fr_17452634.wav,fr,do viniwu
common_voice_fr_19847179.wav,fr,an itinumate a cradi creer thet as sa possintiaf the ada argy
common_voice_fr_19719993.wav,fr,you laye lest for sa sone tever be is tlap prise u ot tar on the chrish lessat yemod
common_voice_fr_18516627.wav,fr,helevi ocostiumed te higbom
common_voice_fr_19679831.wav,fr,intammins as ism woch ol the pijap boted pon tatosimplace
common_voice_fr_18067841.wav,fr,esxcrus i more appoignen er
common_voice_fr_19160350.wav,fr,i is oanisao to diday deproach festona hotosalle
common_voice_fr_18150040.wav,fr,inshoasilatable peopon you possina maliacal
common_voice_fr_17793477.wav,fr,in mor werypoly sollo i gala
common_voice_fr_19569622.wav,fr,a corin ascity alot othe romy
common_voice_fr_19227295.wav,fr,temy albere rebanced lato hakshon as sona dosit nuvell or andisoso
common_voice_fr_19858728.wav,fr,legi de fess connein expostmay conomic idemographic gas woutd extil
common_voice_fr_19656646.wav,fr,in this nallo gifenimibo popresen coitive
common_voice_fr_18633468.wav,fr,e genevel sovedr alseve a comapoda hontaw parid
common_voice_fr_19482429.wav,fr,shecti disposed ta cypoplicatelo disconsion petle ofit
common_voice_fr_18953943.wav,fr,a look think na sicapo sassal
common_voice_fr_19401375.wav,fr,they coniki stoplic shinwis nandic pa se the cooply u dougthuson form
common_voice_fr_19546784.wav,fr,some cavi a he a mo fair doicevaiser etichnique mixeto
common_voice_fr_17355749.wav,fr,a peelloted
common_voice_fr_19719078.wav,fr,stalsocialis tan e oepar commaurtion
common_voice_fr_18882647.wav,fr,the quiet packen lopas
common_voice_fr_19680071.wav,fr,citinispes fato lificil avor
common_voice_fr_18589512.wav,fr,circucenu fotowiken wusunade
common_voice_fr_19606071.wav,fr,yeticuetoan wil accura the evee
common_voice_fr_20033509.wav,fr,thishatra wani wich desissa aporch popsevitis efhisalamymor
common_voice_fr_19647495.wav,fr,an after annite particul messes hempront as hekapredu of fam
common_voice_fr_18967959.wav,fr,tat mema ne aposlo of hevi a cricarila sanconfer
common_voice_fr_18890781.wav,fr,durintexi sequisibes
common_voice_fr_18407434.wav,fr,a cridogy io hatizanli has yrown economy
common_voice_fr_18089817.wav,fr,hot the taa was on sis tasson lija
common_voice_fr_19532816.wav,fr,logobelna molditamin equinvila policic to renas hem
common_voice_fr_18169881.wav,fr,sircum sidelision men catocis sit sionols
common_voice_fr_19805980.wav,fr,there was ruter fit nasurmon for voab asset recleasto
common_voice_fr_19675084.wav,fr,a ble of if tuen el metaan rekinis a ter the many pedices of j
common_voice_fr_19785966.wav,fr,nothkila opoon lookedther
common_voice_fr_19812731.wav,fr,nacode nuated i satamastrin aholativala sacriasrol do la
common_voice_fr_18510044.wav,fr,linidi a mo hopulors obov a litle blon
common_voice_fr_19155798.wav,fr,shick upter ader anevy es u eramanipulaus umulylam
common_voice_fr_19613309.wav,fr,come sheza is situes soly bat belariple tisa
common_voice_fr_19711011.wav,fr,non teratalyely te noth the repulatna
common_voice_fr_18065701.wav,fr,tecunistal  ofsof repl walder witho
common_voice_fr_18322955.wav,fr,corder ocordicin athemon
common_voice_fr_19949261.wav,fr,rat holg nivoderemea she scatdered cude
common_voice_fr_19508329.wav,fr,nouvangaldal supude on ejati mench i andstat soonar new inched husel
common_voice_fr_19052290.wav,fr,heles hi tosrette levialivator go hedo al ison a neat hosish co she a tremo legu
common_voice_fr_19633138.wav,fr,isshould eganyaevate the us the osepisin
common_voice_fr_18879620.wav,fr,bebar irexisted piteds of dido
common_voice_fr_19647206.wav,fr,lovamoito duglanudy pock is onsinan
common_voice_fr_19757855.wav,fr,maiite an is booka etition of funy
common_voice_fr_19564251.wav,fr,i id e siblistia inesa fam calano
common_voice_fr_19627167.wav,fr,she moed han of ferlounde get ola at to for a giod onu shut ar the hayhords
common_voice_fr_19734706.wav,fr,jheliviar are onaly suby uni yes tinan ar hundiu on dam atorugie
common_voice_fr_19179421.wav,fr,a siga igeo deponos disagil
common_voice_fr_19419631.wav,fr,he yonga neata comsions to carritu iefenomajis te ty
common_voice_fr_19156609.wav,fr,scadbat ipolagandi may levato adturd haring inligien tiny
common_voice_fr_17787728.wav,fr,enofi fatelsi
common_voice_fr_20033124.wav,fr,sisnpot cin
common_voice_fr_19607478.wav,fr,bilislot holbot blepophi cron smit
common_voice_fr_19120110.wav,fr,biter von meled o son gonti no adeljada ecorini datis the behesti inewo
common_voice_fr_20002314.wav,fr,lapony podesi a itanita was situlaf amidista we
common_voice_fr_19038755.wav,fr,the comnuvend te ons sath if monuolatun the col
common_voice_fr_19604339.wav,fr,it reteger non in his set out in politic syscial i cuture had accive
common_voice_fr_19734883.wav,fr,mil fishmen eed to the batter was offergols ata utipo te sho por a sovesion
common_voice_fr_19584737.wav,fr,sonis tocomosona sen olsi wal onergi aberpitusial ry
common_voice_fr_19686696.wav,fr,corsedation evar delasse be lae up octev rinevallevige
common_voice_fr_19718585.wav,fr,this woman wishal sovi voice secure submairrar dog to resengagi
common_voice_fr_19414621.wav,fr,el itinomioifilo akidis malion diretig
common_voice_fr_19653142.wav,fr,so not approtetion mi de care inter nema pali rit
common_voice_fr_19686587.wav,fr,setispace in e mer oronel depates
common_voice_fr_17315836.wav,fr,offan litabislond o vision fiscal paticurya vet egiga byiminister e fians
common_voice_fr_17850360.wav,fr,sachalia
common_voice_fr_19440016.wav,fr,ane drewfit i denoiset et of posycle thenego sip of saticmec
common_voice_fr_19452498.wav,fr,ansi it is jezetomal bubblas ont of thary dolugy sive busy fee to shiplinot the
common_voice_fr_19712672.wav,fr,lemoniture bastancideritad e ser asevelusion
common_voice_fr_19630977.wav,fr,te one sosioincitier
common_voice_fr_19759059.wav,fr,labestimonas taditatigan mossiners es dagion
common_voice_fr_17760622.wav,fr,gizimone
common_voice_fr_19499321.wav,fr,it saral in o them alasolever tonano
common_voice_fr_19735144.wav,fr,there not of a longal yu a on coly blote ne toctat to jesn
common_voice_fr_19778581.wav,fr,en shetpen du ad sitrustal indi septed
common_voice_fr_19089794.wav,fr,thisa says on my sony vol la danits deonasana
common_voice_fr_19030663.wav,fr,e esetiagapasi don only rater
common_voice_fr_19475231.wav,fr,lecer to cothroug them are basoar a telow as sifeb
common_voice_fr_17307432.wav,fr,jlikin pack inudish bostis benemi did domi dis etetabogic
common_voice_fr_19620739.wav,fr,menegif fron the sish way melycul ina haranacroisume
common_voice_fr_19598583.wav,fr,isa im cromplemanty contetebaia
common_voice_fr_19657043.wav,fr,ofar percit setten mondultomativestio
common_voice_fr_19689874.wav,fr,atligyanasehani a exon fist
common_voice_fr_18923794.wav,fr,the viligomin in won tis dusued in wy yeri
common_voice_fr_18271185.wav,fr,the paolita mosudiluscineery posutanial amon monmivo canol cat
common_voice_fr_19808935.wav,fr,te this pisit on te mea donis onos it agin
common_voice_fr_18081304.wav,fr,cetimore submatter wo love want to super
common_voice_fr_19760599.wav,fr,thes are suvi devey of phela thosus anage
common_voice_fr_19264532.wav,fr,mevly denape onvezalon pocesomo
common_voice_fr_19712211.wav,fr,cel eines fonch anavie epeled the tosonphom
common_voice_fr_18330905.wav,fr,it abaga mond jumailani pale set honspavital setsities factul
common_voice_fr_19764138.wav,fr,landus ifis sonamihuma elattedly vistugiev cruming
common_voice_fr_19147541.wav,fr,selecingunia aculily te comshedia
common_voice_fr_19679464.wav,fr,divic actuiadisoan wins
common_voice_fr_19766457.wav,fr,i ociprediciciando hoderijialco deverosi
common_voice_fr_19202867.wav,fr,somclamensi loca them on it empetstry 
common_voice_fr_17324697.wav,fr,comas effetive cretabreds abelas sove tovaracab
common_voice_fr_17321644.wav,fr,aveya cothesuing double lovana tetanot coli
common_voice_fr_19614456.wav,fr,theyr alsof so long the weacomosicity sheby
common_voice_fr_19620519.wav,fr,leclassimasia cat cecripocomen suron ofton fibited
common_voice_fr_17893334.wav,fr,a new parly piled palois och
common_voice_fr_19160907.wav,fr,anwitle nounced ith hat tebwill becuseos cawnnasvoncy
common_voice_fr_19815611.wav,fr,lipob te dublic vacontain samposie hisionar massicova a pan tagaten
common_voice_fr_18075115.wav,fr,a bok sece
common_voice_fr_19711128.wav,fr,thenagual disonist com vary assif of tomor forondiquates of the baty
common_voice_fr_17986435.wav,fr,go terive to thewa caron do to wason high
common_voice_fr_18049822.wav,fr,rit was in bhoca to commansper lack wasiy of attigli is so formal
common_voice_fr_19615452.wav,fr,o konsos mescaretion econu to to do
common_voice_fr_19505946.wav,fr,lacomunite ate adminis stray anthe consunar
common_voice_fr_18322564.wav,fr,are desect sucontony laddesls fis some this bonovile japter
common_voice_fr_17410321.wav,fr,sincoanens hol besa
common_voice_fr_18965920.wav,fr,a littlr hose palime mul ilocalor
common_voice_fr_18764291.wav,fr,gmentonkivi b javeatese al
common_voice_fr_18720687.wav,fr,inbe no car egats a gregiitis in far
common_voice_fr_19631434.wav,fr,it di nade only wood zep
common_voice_fr_17747075.wav,fr,owot ju proder at tos catevantwar sonva somth maxin
common_voice_fr_19648461.wav,fr,shear lotywere ill shesiduron the far frow his lotyware in a cirling mut
common_voice_fr_19064218.wav,fr,eteformi belide af tes wacol afeoldfef covu
common_voice_fr_18507919.wav,fr,subonar li says allow me an bock disisspanon kiniforn pazamovmo
common_voice_fr_18030632.wav,fr,olmanm lissemity o devon is okisan
common_voice_fr_19744174.wav,fr,likey stidchi ar samasa iti anex the montai
common_voice_fr_19315110.wav,fr,lapansivalicom simolbe vevegi i coses scoul
common_voice_fr_18247033.wav,fr,hes abyar falocage as hantre rammonish
common_voice_fr_19127462.wav,fr,it expects up his shopo nd some westober as yume
common_voice_fr_19984926.wav,fr,nacar cilo officel ha detar inoretaryb
common_voice_fr_19601253.wav,fr,hatham geshnar ad the modil parprisamoteuan squap fo tampii
common_voice_fr_19793427.wav,fr,then ari acese at atititisi since satucation o the vinojon lite
common_voice_fr_19424573.wav,fr,se clickrisson commitoco fi noianode
common_voice_fr_19644373.wav,fr,what ate heac unthink wush sividin sehe te could of astrumblanh
common_voice_fr_18140043.wav,fr,one myssier shanoco pamatis pepostad on the armytornation hip
common_voice_fr_19654697.wav,fr,lovila suck mari i reversitre oner du vans
common_voice_fr_17738018.wav,fr,sit e bor chicotic lits ye bambertam
common_voice_fr_19948768.wav,fr,contel beri sanson catriten myce in his backsat o geminarnot pasl
common_voice_fr_19741429.wav,fr,ediotson contimunian were aplaticatemanities many manner
common_voice_fr_19203327.wav,fr,an i manai wishwell was tihyaunders quash bi notin
common_voice_fr_19681031.wav,fr,loggin is a srosionom rois redon'tity
common_voice_fr_19705794.wav,fr,shorer brumpy secolo laboso eclassi un disim categoi tysicoda
common_voice_fr_19601268.wav,fr,he foftable we know to onle down to ne nop
common_voice_fr_19768695.wav,fr,alsidideds a guntomala
common_voice_fr_19139378.wav,fr,yet hareas been sob gor i shall yeno kepatashisi ty
common_voice_fr_17791748.wav,fr,itineboted tande legadi sar iswel
common_voice_fr_20009019.wav,fr,symask mutureaf some resoly co econsopate ons an nutendo mistic
common_voice_fr_19332160.wav,fr,it atenmae don caval isivicto tres
common_voice_fr_18046443.wav,fr,he saver claconepo
common_voice_fr_19156676.wav,fr,and a nepisy idogo pepresabastrun aviont dan inris
common_voice_fr_18475937.wav,fr,shaws it on in thisitition mihacontridonis asister of pofficion
common_voice_fr_18190036.wav,fr,jagi suenuris pecy in a tovoail
common_voice_fr_19202612.wav,fr,neprbala sylimo fom claviopisolong
common_voice_fr_19682580.wav,fr,haimo vises mar is aseveiissent
common_voice_fr_18124108.wav,fr,novel de monimore soncetmer are aresoated beconjre
common_voice_fr_19279128.wav,fr,some pa had onterat ta husame cout it th igan mojural the ochissodilas
common_voice_fr_18996773.wav,fr,itsed ef other teacheed domasi depali
common_voice_fr_19708884.wav,fr,henly jers are compositis ovor cohala they shonsoms ta demossupo cano
common_voice_fr_19688866.wav,fr,in serabwat shallibondis jeist
common_voice_fr_19815209.wav,fr,setispecit noman on roneo to chonyone
common_voice_fr_19865385.wav,fr,on isi tompok pesm i pawis
common_voice_fr_19589641.wav,fr,lide prisonsins sof the taky basent resom corpect
common_voice_fr_20017914.wav,fr,it pretice nomalesy on tivesom palivelo meximan
common_voice_fr_17779534.wav,fr,realredy was col cunto du so capobandis av bec prisonsac
common_voice_fr_19953179.wav,fr,sitcorminitygan nosituin surevine tireninla or tro we
common_voice_fr_18464579.wav,fr,se tebady men metaldoveidma
common_voice_fr_19689764.wav,fr,he verialya aa osce small be fam is ne trear be
common_voice_fr_19667184.wav,fr,enfoder abal impose
common_voice_fr_18724669.wav,fr,jimostryx cin isic suppo
common_voice_fr_18479908.wav,fr,a pridis noshorcelkebondewop alo lapau litaminste redori peru
common_voice_fr_18504364.wav,fr,new day cuitithory citor pol be now ses yetpatyd
common_voice_fr_19628346.wav,fr, icle to to nogipacin o pamide wars of the los
common_voice_fr_19887508.wav,fr,sitet oper onacripishcrip
common_voice_fr_19600254.wav,fr,sesaiator o some turition go
common_voice_fr_18362887.wav,fr,sheman ol benask simol cap de fo peper
common_voice_fr_17320841.wav,fr,a macurae mangester mo villag she could take anseval pons ofton
common_voice_fr_19758446.wav,fr,terwon
common_voice_fr_19766854.wav,fr,he seples oltorebio adiramedaase matnats span big
common_voice_fr_17299553.wav,fr,won ap o fer a titogetonane jivatasidamonmo
common_voice_fr_18099209.wav,fr,the peholi demaden lalieast wo shoulenle lamon monumi raso calnef
common_voice_fr_19967465.wav,fr,alse ol te abicuse port wa not eca sybanals yadical prebet gassin devinil
common_voice_fr_19435537.wav,fr,lebertic irecidichipi ategegr particul popetition the parfitis
common_voice_fr_18032285.wav,fr,the sonran sioea shettl dom catetlevar is a wazeisible a anial
common_voice_fr_20044964.wav,fr,if you tesijate anconomolipor
common_voice_fr_18663915.wav,fr,runa provisic exictivel hood was was suchisfe
common_voice_fr_18402056.wav,fr,an sevetu didic to to disepomecalsrol res ofvalup
common_voice_fr_19708892.wav,fr,fot the debil on relisian hipibycan auha abajic alohis schoop
common_voice_fr_19830077.wav,fr,lamuques seded a big sende e to the detavelathive lameasure
common_voice_fr_18335551.wav,fr,locale at ilemondi
common_voice_fr_19909193.wav,fr,it etocepebreoni sersideroto
common_voice_fr_18841565.wav,fr,iverne comnodolkes chumbilak mahamanda
common_voice_fr_18999211.wav,fr,in avasion majurscola a comitabesonto conforted of ponduy
common_voice_fr_17861129.wav,fr,a bowler itemosiu ara towa possitnilemmon monumi was sonker cuin hisnepfin
common_voice_fr_19482403.wav,fr,the appredexporto ad explorti
common_voice_fr_18640229.wav,fr,she cookima bocked t at that ac cars af asifisttobusif
common_voice_fr_20042124.wav,fr,poor the ris on prety tage is hinly bapla ced on ecobsogash in milan oia
common_voice_fr_19370247.wav,fr,hkitin neva could ash feel portapiloi
common_voice_fr_18794515.wav,fr,labaulate mademlaminist posito yelamamonimivoset tancihecet
common_voice_fr_19769090.wav,fr,supopama is to to hisiredoni palture 
common_voice_fr_19680559.wav,fr,losewel iductipos weneatu was soms as petar o cata
common_voice_fr_19719172.wav,fr,obahavonited hemotion duivy wido this cre be im is mediver
common_voice_fr_19155650.wav,fr,opanina egominigaa geston powetgam
common_voice_fr_19680715.wav,fr,eliposhapan jesciliopedigator clud de national dis
common_voice_fr_17677636.wav,fr,is cusimo
common_voice_fr_19563140.wav,fr,t a femano constitatal govant tad the retacia
common_voice_fr_19846842.wav,fr,in mala ascidet
common_voice_fr_19693994.wav,fr,nothcarfom nolisavipatumpis
common_voice_fr_19689160.wav,fr,semekiapo delivilarge the bungwa mat sankoa
common_voice_fr_19702208.wav,fr,ger likate neuishthemodean ruchater ilosino sough wine diffinative mont
common_voice_fr_17828576.wav,fr,kaska sex efasol
common_voice_fr_19104524.wav,fr,lessis a uthatin gavil porfones massage is  roposibal goderascol to
common_voice_fr_19017347.wav,fr,in engual te galas aitexploy in e demontaceski e can demen
common_voice_fr_18814639.wav,fr,jotoram ol non  recommistion is at acutureat exellon
common_voice_fr_18265455.wav,fr,bheyrefool of tefoi onden a jail on a pocto how tar
common_voice_fr_18266217.wav,fr,kisco was a tudi
common_voice_fr_18049165.wav,fr,altodalabedin altina
common_voice_fr_17307509.wav,fr,do is apiga get among critivitake prensife possibiliity to colonnextions
common_voice_fr_19102031.wav,fr,o sepdom porocontovionde fone f a conera newvadobidions oyanta simo hesodemonke egibehia
common_voice_fr_19133429.wav,fr,in siste te opparale tu di al de sunefhat dog letnon ni asar the thins
common_voice_fr_18407970.wav,fr,er izem
common_voice_fr_17308507.wav,fr,the inow clup ete a mison in isace
common_voice_fr_17952418.wav,fr,os wit fasses sad wol
common_voice_fr_19680623.wav,fr,stiios i bolislas altocompititon pocolelasondon lasa lo hom
common_voice_fr_18707750.wav,fr,lemembwishul epitic at offor affibiticisi molpara distops
common_voice_fr_19619395.wav,fr,neyoung wone alalia thought the dornot had loes peplics
common_voice_fr_19188841.wav,fr,iso anar ise y difiancip de mitasion usien
common_voice_fr_18117012.wav,fr,lelogarton
common_voice_fr_19684916.wav,fr,rale shoconapoma couoraris puw resiure soh
common_voice_fr_19795765.wav,fr,onotis christrol oquetrymevonifor
common_voice_fr_19639834.wav,fr,tennyfeldon acondiboniteda hawai
common_voice_fr_19755141.wav,fr,lagersol betrete movi desenia pa gnote for cors
common_voice_fr_19722437.wav,fr,lopof ty exterier existed to raw
common_voice_fr_17430927.wav,fr,i ren the coniar cotinite
common_voice_fr_18154366.wav,fr,nepolitom missues on wepecu posutinalamomonu as sosecled
common_voice_fr_17313438.wav,fr,shorapond was some to thecop wade ti interneseom
common_voice_fr_19989987.wav,fr,fonon ha premidy pichinacia tackino poison fal santar onner
common_voice_fr_19813102.wav,fr,losca la polisai doniba hans a sofus
common_voice_fr_19729283.wav,fr,dondeno wokar lejanco mastavi derichovo
common_voice_fr_19622248.wav,fr,lefamen to pod erth thrunani
common_voice_fr_17921068.wav,fr,forsure revont he ansoboso
common_voice_fr_19732939.wav,fr,ete to shobisially caninlish imitage
common_voice_fr_18858861.wav,fr,onlar mora ei to mousi
common_voice_fr_17715293.wav,fr,ealuin a oxida discusor set a pinity
common_voice_fr_20039288.wav,fr,yunited alamasons the todicti adovopresid the creal pleasulistrom
common_voice_fr_19137980.wav,fr,its as indimid hok is tancl of commune
common_voice_fr_19772196.wav,fr,lalidu te the pavadoviv iifenal to polegistans
common_voice_fr_19250231.wav,fr,sonow the musech
common_voice_fr_19952529.wav,fr,the cominonte down i narloisector oni can openiaion to the oresti
common_voice_fr_19701847.wav,fr,latopi als und ofsiefol medino lotopofte plymet tulimo at haltotisom
common_voice_fr_19121308.wav,fr,machne lopartisi pa along homonelanborn
common_voice_fr_17490271.wav,fr,golu
common_voice_fr_19165361.wav,fr,aglives e eniamosco
common_voice_fr_19133202.wav,fr,at dus sinan wonma ba doneluhamses
common_voice_fr_18892261.wav,fr,sshapper saidson
common_voice_fr_19587578.wav,fr,ceticisum inivexaldo recoses ovo
common_voice_fr_19715107.wav,fr,nepreson is aductrae is sat adicted in bedgonanic
common_voice_fr_19966674.wav,fr,suiteri to of cuovel loos man tho lest
common_voice_fr_19654179.wav,fr,a zalted in no mat the cinof yeudelottic teter
common_voice_fr_19001610.wav,fr,cicy tip ati the alochiseden
common_voice_fr_19651588.wav,fr,his moesionicolos a fil in thin dea angiment ialong camulto metic
common_voice_fr_19627370.wav,fr,heo hes the shall and gan i riructed kinisti
common_voice_fr_18058490.wav,fr,pom quoly diped e at trater sosuticoncahald gin beck
common_voice_fr_18933828.wav,fr,mindle fokunat ilitreo
common_voice_fr_19686526.wav,fr,les son delavi uneracted aprison
common_voice_fr_19739940.wav,fr,hesmonda interci the cancom
common_voice_fr_19702462.wav,fr,it aial morideda coby don nothanthanchi
common_voice_fr_18502805.wav,fr,insutoity
common_voice_fr_17806235.wav,fr,jeanni de cospiaso
common_voice_fr_19620018.wav,fr,the doccumofficicomotrically no mon ofter
common_voice_fr_18301294.wav,fr,thequrtecure from the presontl minstery fu share wes the netanil muffomy
common_voice_fr_19653925.wav,fr,nohisela ahos decomend garagarevultural a imountgadoniga
common_voice_fr_18244116.wav,fr,dolge pasers re leti get wemancets worsonis a son of onshoger
common_voice_fr_19970529.wav,fr,i yanin doste cafi wolan
common_voice_fr_18399583.wav,fr,ke apod lahon
common_voice_fr_19544626.wav,fr,then issues an't tickeep mon on pommeal division
common_voice_fr_19172639.wav,fr,morfat a dovigin modest
common_voice_fr_18311671.wav,fr,swes on pres bis lu restock at tee
common_voice_fr_19253963.wav,fr,a servity bali ganapaci
common_voice_fr_19563227.wav,fr,lucal focivieded cocahae motea are firof arvexy
common_voice_fr_18449872.wav,fr,nevenoshi
common_voice_fr_19375422.wav,fr,lokvilnamon good boo redimides affrinction depuesy don't gevoccibich
common_voice_fr_19600136.wav,fr,male cimedia stont asin muscolia suporte e mit down thes eteriso
common_voice_fr_19698968.wav,fr,laparerigudy ar mor compor do sectoo gimocity
common_voice_fr_18047736.wav,fr,as isteadding the barga possesive ressisiotinecessar
common_voice_fr_19728919.wav,fr,sucisovi to toacontoty of eture
common_voice_fr_17318767.wav,fr,setetanty gar of you os was some cancil i lookaparousiar ragin dep me resonces
common_voice_fr_19755513.wav,fr,lowta postaurterd an actol who se the problendis stubiicted
common_voice_fr_17740815.wav,fr,a aad more the if whyari
common_voice_fr_17882690.wav,fr,just wat ed don' contomluaerols of suppor
common_voice_fr_18474845.wav,fr,twoums of fruter
common_voice_fr_19055301.wav,fr,ladart dedis pari shown games cud mepaguny
common_voice_fr_19530477.wav,fr,lipogan on defhisioblok
common_voice_fr_19467553.wav,fr,satconolsron atemovi bote h amperial alemendat
common_voice_fr_18977070.wav,fr,lidi monimipersavay anosenara sade cancire
common_voice_fr_20036022.wav,fr,kion the dek rapa
common_voice_fr_19637682.wav,fr,eici's wetonallundefis imanual
common_voice_fr_18143114.wav,fr,thiscee ely
common_voice_fr_19383088.wav,fr,joelis a faano rican mon to grey at olpris
common_voice_fr_19645867.wav,fr,al the worl povelacol barby rue bal te bople on te mantom
common_voice_fr_19751802.wav,fr,e lesually ket y mom mo de siwo pointe we don long wother at yemeny
common_voice_fr_19705856.wav,fr,safimotal nesun pro ju sar props crerig inmo
common_voice_fr_18478832.wav,fr,lukilld to me pergitap
common_voice_fr_19599885.wav,fr,and thevea lobcomealis bastaf te miting a hombolk emway alohonpur intining
common_voice_fr_19525033.wav,fr,reconnmal poesiven
common_voice_fr_19632733.wav,fr,socha man winis copies si bit not
common_voice_fr_19621361.wav,fr,e lidilivova compolor prebitiver a lifcad abonash
common_voice_fr_18997103.wav,fr,demove tretlinicue dilar conwallit
common_voice_fr_17416143.wav,fr,non soviopackage rites avay
common_voice_fr_19654421.wav,fr,sechidan weden crikosty
common_voice_fr_19736741.wav,fr,e seton cison o finuon at to willion poten amoigian
common_voice_fr_19602990.wav,fr,an aporshedimode froma youba an seru alouis feshtaten i shall de retur sishap
common_voice_fr_19786834.wav,fr,i net a fedven mai ladlohim he do jon mosa
common_voice_fr_19964293.wav,fr,yonpigen wellasfom tesifidial atetripomulan ho ogingmi
common_voice_fr_19752408.wav,fr,a pomear alsobeda told amot aso ala a burklo quaos sheninita
common_voice_fr_19769843.wav,fr,the singe gaph alavaded wingner chance e was albosing a tap the whitehold the room
common_voice_fr_17868743.wav,fr,donivnia pasen e geogaan had dali on hart rerowing up ima
common_voice_fr_17788135.wav,fr,one to di haket oland diseso sitani
common_voice_fr_19237988.wav,fr,aquited e oncop bevol a profhistial de musica aliecadini cibinisa
common_voice_fr_19162770.wav,fr,shuckasome ridetaty bisnel shatina cataopoloda also so
common_voice_fr_17893696.wav,fr,he sas univerd fowather sicusignafhormaston clar a annit
common_voice_fr_18508301.wav,fr,cat
common_voice_fr_18062731.wav,fr,jimon jianicina ijamolev
common_voice_fr_18478478.wav,fr,helonle ocasion imadia the pon
common_voice_fr_17352311.wav,fr,i foind forte yeone prom
common_voice_fr_19613891.wav,fr,i dohadusions ye hadicanmo who parid tosinibias fare digadi
common_voice_fr_19731345.wav,fr,mudinector hinome propoason mondacte coteto honlly
common_voice_fr_18543337.wav,fr,ovalamanif tevilsi
common_voice_fr_20011385.wav,fr,toti hodma moted ti sepei ar in that and conmute
common_voice_fr_19344047.wav,fr,in themar whitston atta espanula ducas onitedicia hapai
common_voice_fr_19990262.wav,fr,bagan me lumen arher genucati shogo al to iditar
common_voice_fr_17836758.wav,fr,labody was wartonwe occusabl
common_voice_fr_19601925.wav,fr,he blafoit defede work
common_voice_fr_18275497.wav,fr,tonsier ganina etondewot
common_voice_fr_19763160.wav,fr,mu obont sash desahicasum a beriz lidis
common_voice_fr_17310000.wav,fr,i was expeciale triseret
common_voice_fr_19812670.wav,fr,jenifigup socedans ar jonala masier jinama minished
common_voice_fr_19756697.wav,fr,nelops demacal forse ye wi ominy on that man imsicin
common_voice_fr_17973147.wav,fr,comiadetan rastorty avignew
common_voice_fr_17757621.wav,fr,musappeales were itwhatima to or facila tewil iqullecu te devitoyen
common_voice_fr_19854211.wav,fr,polamask siti afo desavise tupemote af fidedis onaky ontaria
